,date,state,fips,cases,deaths,month
4378,2020-05-21,Louisiana,22,36627,2629,5
4379,2020-05-21,Maine,23,1877,73,5
4380,2020-05-21,Maryland,24,43645,2159,5
4381,2020-05-21,Massachusetts,25,90084,6148,5
4382,2020-05-21,Michigan,26,53468,5129,5
4383,2020-05-21,Minnesota,27,18209,818,5
4384,2020-05-21,Mississippi,28,12222,580,5
4385,2020-05-21,Missouri,29,11657,670,5
4386,2020-05-21,Montana,30,479,16,5
4387,2020-05-21,Nebraska,31,11423,148,5
4388,2020-05-21,Nevada,32,7404,381,5
4389,2020-05-21,New Hampshire,33,3935,199,5
4390,2020-05-21,New Jersey,34,151472,10843,5
4243,2020-05-18,Virgin Islands,78,69,6,5
4271,2020-05-19,Massachusetts,25,87925,5938,5
4241,2020-05-18,Utah,49,7384,80,5
4139,2020-05-17,Alabama,1,11771,488,5
4146,2020-05-17,Delaware,10,7670,290,5
4145,2020-05-17,Connecticut,9,37419,3408,5
4144,2020-05-17,Colorado,8,21909,1215,5
4143,2020-05-17,California,6,80366,3290,5
4142,2020-05-17,Arkansas,5,4759,98,5
4141,2020-05-17,Arizona,4,13937,680,5
4140,2020-05-17,Alaska,2,396,8,5
4138,2020-05-16,Wyoming,56,741,7,5
4148,2020-05-17,Florida,12,45580,1972,5
4137,2020-05-16,Wisconsin,55,12368,453,5
4136,2020-05-16,West Virginia,54,1470,65,5
4135,2020-05-16,Washington,53,19336,1015,5
4134,2020-05-16,Virginia,51,29683,1002,5
4133,2020-05-16,Virgin Islands,78,69,6,5
4132,2020-05-16,Vermont,50,934,53,5
4131,2020-05-16,Utah,49,7068,78,5
4147,2020-05-17,District of Columbia,11,7123,383,5
4149,2020-05-17,Georgia,13,35954,1584,5
4129,2020-05-16,Tennessee,47,17204,292,5
4159,2020-05-17,Maine,23,1687,70,5
4166,2020-05-17,Montana,30,468,16,5
4165,2020-05-17,Missouri,29,11069,601,5
4164,2020-05-17,Mississippi,28,11296,521,5
4163,2020-05-17,Minnesota,27,15677,731,5
4162,2020-05-17,Michigan,26,51054,4891,5
4161,2020-05-17,Massachusetts,25,86010,5797,5
4160,2020-05-17,Maryland,24,38920,1992,5
4158,2020-05-17,Louisiana,22,34498,2491,5
4150,2020-05-17,Guam,66,1123,6,5
4240,2020-05-18,Texas,48,49788,1362,5
4156,2020-05-17,Kansas,20,8066,189,5
4155,2020-05-17,Iowa,19,14651,351,5
4154,2020-05-17,Indiana,18,28419,1751,5
4153,2020-05-17,Illinois,17,94360,4198,5
4152,2020-05-17,Idaho,16,2421,73,5
4151,2020-05-17,Hawaii,15,630,17,5
4130,2020-05-16,Texas,48,47866,1330,5
4128,2020-05-16,South Dakota,46,3959,44,5
4168,2020-05-17,Nevada,32,6935,350,5
4099,2020-05-16,Indiana,18,27919,1741,5
4106,2020-05-16,Massachusetts,25,84933,5705,5
4105,2020-05-16,Maryland,24,38083,1957,5
4104,2020-05-16,Maine,23,1648,70,5
4103,2020-05-16,Louisiana,22,34183,2479,5
4102,2020-05-16,Kentucky,21,7773,346,5
4101,2020-05-16,Kansas,20,8059,189,5
4100,2020-05-16,Iowa,19,14328,346,5
4098,2020-05-16,Illinois,17,92669,4149,5
4108,2020-05-16,Minnesota,27,14969,709,5
4097,2020-05-16,Idaho,16,2419,73,5
4096,2020-05-16,Hawaii,15,629,17,5
4095,2020-05-16,Guam,66,1123,6,5
4094,2020-05-16,Georgia,13,35655,1573,5
4093,2020-05-16,Florida,12,44803,1963,5
4092,2020-05-16,District of Columbia,11,7042,375,5
4091,2020-05-16,Delaware,10,7547,286,5
4107,2020-05-16,Michigan,26,50416,4880,5
4109,2020-05-16,Mississippi,28,11123,510,5
4127,2020-05-16,South Carolina,45,8661,380,5
4119,2020-05-16,North Dakota,38,1848,42,5
4126,2020-05-16,Rhode Island,44,12434,489,5
4125,2020-05-16,Puerto Rico,72,2589,122,5
4124,2020-05-16,Pennsylvania,42,65228,4490,5
4123,2020-05-16,Oregon,41,3612,137,5
4122,2020-05-16,Oklahoma,40,5237,288,5
4121,2020-05-16,Ohio,39,27476,1610,5
4120,2020-05-16,Northern Mariana Islands,69,21,2,5
4118,2020-05-16,North Carolina,37,18009,671,5
4110,2020-05-16,Missouri,29,10794,593,5
4117,2020-05-16,New York,36,353136,27953,5
4116,2020-05-16,New Mexico,35,5847,259,5
4115,2020-05-16,New Jersey,34,145089,10249,5
4114,2020-05-16,New Hampshire,33,3556,171,5
4113,2020-05-16,Nevada,32,6810,349,5
4112,2020-05-16,Nebraska,31,10220,129,5
4111,2020-05-16,Montana,30,468,16,5
4167,2020-05-17,Nebraska,31,10348,129,5
4157,2020-05-17,Kentucky,21,7793,346,5
4189,2020-05-17,Virginia,51,30388,1009,5
4219,2020-05-18,Mississippi,28,11432,528,5
4211,2020-05-18,Kansas,20,8439,190,5
4212,2020-05-18,Kentucky,21,8041,354,5
4213,2020-05-18,Louisiana,22,34832,2563,5
4214,2020-05-18,Maine,23,1713,71,5
4215,2020-05-18,Maryland,24,39882,2023,5
4216,2020-05-18,Massachusetts,25,87052,5862,5
4217,2020-05-18,Michigan,26,51853,4915,5
4218,2020-05-18,Minnesota,27,16372,740,5
4220,2020-05-18,Missouri,29,11225,609,5
4229,2020-05-18,North Dakota,38,1931,44,5
4221,2020-05-18,Montana,30,470,16,5
4222,2020-05-18,Nebraska,31,10625,132,5
4223,2020-05-18,Nevada,32,7059,364,5
4224,2020-05-18,New Hampshire,33,3652,172,5
4225,2020-05-18,New Jersey,34,148039,10435,5
4226,2020-05-18,New Mexico,35,6096,270,5
4227,2020-05-18,New York,36,356278,28302,5
4228,2020-05-18,North Carolina,37,19121,684,5
4210,2020-05-18,Iowa,19,14955,355,5
4187,2020-05-17,Vermont,50,940,54,5
4188,2020-05-17,Virgin Islands,78,69,6,5
4209,2020-05-18,Indiana,18,28897,1765,5
4206,2020-05-18,Hawaii,15,630,17,5
4205,2020-05-18,Guam,66,1123,6,5
4204,2020-05-18,Georgia,13,36634,1624,5
4203,2020-05-18,Florida,12,46434,1996,5
4202,2020-05-18,District of Columbia,11,7270,392,5
4201,2020-05-18,Delaware,10,7869,297,5
4200,2020-05-18,Connecticut,9,38116,3449,5
4199,2020-05-18,Colorado,8,22174,1224,5
4198,2020-05-18,California,6,81943,3322,5
4197,2020-05-18,Arkansas,5,4813,100,5
4196,2020-05-18,Arizona,4,14170,686,5
4195,2020-05-18,Alaska,2,399,8,5
4194,2020-05-18,Alabama,1,12086,489,5
4193,2020-05-17,Wyoming,56,754,8,5
4192,2020-05-17,Wisconsin,55,12571,453,5
4191,2020-05-17,West Virginia,54,1492,67,5
4190,2020-05-17,Washington,53,19514,1016,5
4208,2020-05-18,Illinois,17,96778,4257,5
4186,2020-05-17,Utah,49,7238,80,5
4230,2020-05-18,Northern Mariana Islands,69,21,2,5
4174,2020-05-17,North Dakota,38,1900,43,5
4239,2020-05-18,Tennessee,47,17767,296,5
4238,2020-05-18,South Dakota,46,4027,44,5
4237,2020-05-18,South Carolina,45,8942,391,5
4169,2020-05-17,New Hampshire,33,3596,172,5
4170,2020-05-17,New Jersey,34,146334,10356,5
4171,2020-05-17,New Mexico,35,5938,265,5
4172,2020-05-17,New York,36,355037,28168,5
4173,2020-05-17,North Carolina,37,18537,679,5
4231,2020-05-18,Ohio,39,28455,1657,5
4235,2020-05-18,Puerto Rico,72,2710,124,5
4234,2020-05-18,Pennsylvania,42,66676,4560,5
4233,2020-05-18,Oregon,41,3687,138,5
4236,2020-05-18,Rhode Island,44,12795,506,5
4175,2020-05-17,Northern Mariana Islands,69,21,2,5
4181,2020-05-17,Rhode Island,44,12674,499,5
4176,2020-05-17,Ohio,39,27925,1625,5
4232,2020-05-18,Oklahoma,40,5398,288,5
4185,2020-05-17,Texas,48,48828,1356,5
4184,2020-05-17,Tennessee,47,17391,293,5
4183,2020-05-17,South Dakota,46,3987,44,5
4182,2020-05-17,South Carolina,45,8816,385,5
4207,2020-05-18,Idaho,16,2455,74,5
4180,2020-05-17,Puerto Rico,72,2646,123,5
4178,2020-05-17,Oregon,41,3623,137,5
4177,2020-05-17,Oklahoma,40,5310,288,5
4179,2020-05-17,Pennsylvania,42,65745,4504,5
